instance_name,cut_mode,initial_gap,final_gap,gap_closure,total_cuts,total_iterations,total_time_ms,final_status,solution_category
inst_SMALL_UFL_3,GFC,0.011792452830185898,0.0011792452830185899,0.010613207547167307,188,4,272,optimal,Limite Raggiunto (Gap Residuo)
inst_SMALL_UFL_3,GMI,0.011792452830185898,0.004716981132074493,0.0070754716981114045,14,2,28,optimal,Limite Raggiunto (Gap Residuo)
inst_SMALL_UFL_3,BEST,0.011792452830185898,8.189203354176594e-06,0.011784263626831722,196,5,933,optimal,Risolto con Tagli
inst_SMALL_UFL_4,GFC,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
inst_SMALL_UFL_4,GMI,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
inst_SMALL_UFL_4,BEST,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
SMALL_UFL_instance_4c5e54b6,GFC,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
SMALL_UFL_instance_4c5e54b6,GMI,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
SMALL_UFL_instance_4c5e54b6,BEST,0.0,0.0,0.0,0,0,0,optimal,LP Ottimo Intero
SMALL_UFL_instance_51b298d0,GFC,0.048938679245271476,0.0204437212606598,0.028494957984611675,658,5,677,optimal,Limite Raggiunto (Gap Residuo)
SMALL_UFL_instance_51b298d0,GMI,0.048938679245271476,2.0665945698762226e-05,0.04891801329957271,107,2,68,optimal,Limite Raggiunto (Gap Residuo)
SMALL_UFL_instance_51b298d0,BEST,0.048938679245271476,4.033180801155836e-06,0.048934646064470316,345,3,798,optimal,Risolto con Tagli
SMALL_UFL_instance_653c6932,GFC,0.014319809069208994,1.854887526098359e-05,0.01430126019394801,210,5,414,optimal,Limite Raggiunto (Gap Residuo)
SMALL_UFL_instance_653c6932,GMI,0.014319809069208994,0.0008949880668255621,0.013424821002383432,41,1,1,optimal,Limite Raggiunto (Gap Residuo)
SMALL_UFL_instance_653c6932,BEST,0.014319809069208994,0.0008949880668255621,0.013424821002383432,112,2,162,optimal,Limite Raggiunto (Gap Residuo)
SMALL_UFL_instance_6faaf0c6,GFC,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
SMALL_UFL_instance_6faaf0c6,GMI,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
SMALL_UFL_instance_6faaf0c6,BEST,0.0,0.0,0.0,0,0,0,optimal,LP Ottimo Intero
SMALL_UFL_instance_7901a858,GFC,0.0,0.0,0.0,0,0,0,optimal,LP Ottimo Intero
SMALL_UFL_instance_7901a858,GMI,0.0,0.0,0.0,0,0,0,optimal,LP Ottimo Intero
SMALL_UFL_instance_7901a858,BEST,0.0,0.0,0.0,0,0,0,optimal,LP Ottimo Intero
SMALL_UFL_instance_7fb7f8e4,GFC,0.0008888888888886014,0.0,0.0008888888888886014,47,1,1,optimal,Risolto con Tagli
SMALL_UFL_instance_7fb7f8e4,GMI,0.0008888888888886014,0.0008888888888886014,0.0,0,1,1,optimal,Limite Raggiunto (Gap Residuo)
SMALL_UFL_instance_7fb7f8e4,BEST,0.0008888888888886014,1.5158245029544763e-16,0.0008888888888884498,47,1,1,optimal,Risolto con Tagli
SMALL_UFL_instance_84436f99,GFC,0.0,0.0,0.0,0,0,2,optimal,LP Ottimo Intero
SMALL_UFL_instance_84436f99,GMI,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
SMALL_UFL_instance_84436f99,BEST,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
SMALL_UFL_instance_a3e14f7d,GFC,0.019999999999995296,0.00017357762777326982,0.019826422372222027,170,4,217,optimal,Limite Raggiunto (Gap Residuo)
SMALL_UFL_instance_a3e14f7d,GMI,0.019999999999995296,0.010980392156859805,0.009019607843135491,17,2,23,optimal,Limite Raggiunto (Gap Residuo)
SMALL_UFL_instance_a3e14f7d,BEST,0.019999999999995296,0.003529411764705052,0.016470588235290243,141,3,292,optimal,Limite Raggiunto (Gap Residuo)
SMALL_UFL_instance_a96a71e7,GFC,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
SMALL_UFL_instance_a96a71e7,GMI,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
SMALL_UFL_instance_a96a71e7,BEST,0.0,0.0,0.0,0,0,0,optimal,LP Ottimo Intero
SMALL_UFL_instance_d6937c73,GFC,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
SMALL_UFL_instance_d6937c73,GMI,0.0,0.0,0.0,0,0,0,optimal,LP Ottimo Intero
SMALL_UFL_instance_d6937c73,BEST,0.0,0.0,0.0,0,0,1,optimal,LP Ottimo Intero
